year,industry1,industry2,industry3,occupation1,job_vacancy,quarter
2016,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",600,Q2
2016,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,1900,Q3
2016,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",900,Q4
2016,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",-,Q1
2016,services,financial and insurance services,financial services,"professional, managers, executive and technicians",2600,Q2
2016,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",900,Q3
2016,manufacturing,transport equipment,transport equipment,total,800,Q4
2016,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",400,Q1
2016,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-,Q2
2016,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",300,Q3
2016,manufacturing,other manufacturing industries,other manufacturing industries,total,800,Q4
2016,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",300,Q1
2016,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-,Q2
2016,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",400,Q3
2016,construction,construction,construction,total,2000,Q4
2016,construction,construction,construction,"professional, managers, executive and technicians",700,Q1
2016,construction,construction,construction,"clerical, sales and services workers",200,Q2
2016,construction,construction,construction,"production and transport operators, cleaners and labourers",1100,Q3
2016,services,wholesale and retail trade,wholesale trade,total,2800,Q4
2016,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",1700,Q1
2016,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",700,Q2
2016,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",400,Q3
2016,services,wholesale and retail trade,retail trade,total,3400,Q4
2016,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",600,Q1
2016,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",2600,Q2
2016,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300,Q3
2016,services,transportation and storage,land transport and supporting services,total,700,Q4
2016,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100,Q1
2016,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",200,Q2
2016,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",400,Q3
2016,services,transportation and storage,water transport and supporting services,total,200,Q4
2016,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200,Q1
2016,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",-,Q2
2016,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",100,Q3
2016,services,transportation and storage,air transport and supporting services,total,700,Q4
2016,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",200,Q1
2016,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",400,Q2
2016,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",100,Q3
2016,services,transportation and storage,other transport and storage services,total,1300,Q4
2016,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",300,Q1
2016,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",200,Q2
2016,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",800,Q3
2016,services,accommodation and food services,accommodation,total,1600,Q4
2016,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",300,Q1
2016,services,accommodation and food services,accommodation,"clerical, sales and services workers",800,Q2
2016,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",500,Q3
2016,services,accommodation and food services,food and beverage services,total,4000,Q4
2016,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",500,Q1
2016,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2600,Q2
2016,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",900,Q3
2016,services,information and communications,"telecommunications, broadcasting and publishing",total,900,Q4
2016,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",800,Q1
2016,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100,Q2
2016,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-,Q3
2016,services,information and communications,it and other information services,total,2000,Q4
2016,services,information and communications,it and other information services,"professional, managers, executive and technicians",1900,Q1
2016,services,information and communications,it and other information services,"clerical, sales and services workers",100,Q2
2016,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-,Q3
2016,services,financial and insurance services,financial services,"clerical, sales and services workers",200,Q4
2016,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-,Q1
2016,services,financial and insurance services,insurance services,total,500,Q2
2016,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",400,Q3
2016,services,financial and insurance services,insurance services,"clerical, sales and services workers",100,Q4
2016,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-,Q1
2016,services,real estate services,real estate services,total,1500,Q2
2016,services,real estate services,real estate services,"professional, managers, executive and technicians",500,Q3
2016,services,real estate services,real estate services,"clerical, sales and services workers",300,Q4
2016,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",700,Q1
2016,services,professional services,"legal, accounting and management services",total,1900,Q2
2016,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1500,Q3
2016,services,professional services,"legal, accounting and management services","clerical, sales and services workers",300,Q4
2016,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100,Q1
2016,services,professional services,architectural and engineering services,total,700,Q2
2016,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",500,Q3
2016,services,professional services,architectural and engineering services,"clerical, sales and services workers",-,Q4
2016,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",200,Q1
2016,services,professional services,other professional services,total,700,Q2
2016,services,professional services,other professional services,"professional, managers, executive and technicians",600,Q3
2016,services,professional services,other professional services,"clerical, sales and services workers",-,Q4
2016,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-,Q1
2016,services,administrative and support services,security and investigation,total,2300,Q2
2016,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100,Q3
2016,services,administrative and support services,security and investigation,"clerical, sales and services workers",2100,Q4
2016,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-,Q1
2016,services,administrative and support services,cleaning and landscaping,total,1400,Q2
2016,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-,Q3
2016,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-,Q4
2016,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1300,Q1
2016,services,administrative and support services,other adminstrative and support services,total,1200,Q2
2016,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",600,Q3
2016,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",200,Q4
2016,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300,Q1
2016,services,"community, social and personal services",public administration and education,total,5400,Q2
2016,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",5100,Q3
2016,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300,Q4
2016,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100,Q1
2016,services,"community, social and personal services",health and social services,total,3100,Q2
2016,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",2200,Q3
2016,services,"community, social and personal services",health and social services,"clerical, sales and services workers",700,Q4
2016,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200,Q1
2016,services,"community, social and personal services","arts, entertainment and recreation",total,1400,Q2
2016,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600,Q3
2016,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700,Q4
2016,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200,Q1
2016,services,"community, social and personal services","other community, social and personal services",total,800,Q2
2016,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300,Q3
2016,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",300,Q4
2016,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",200,Q1
2016,others,others,others,total,400,Q2
2016,others,others,others,"clerical, sales and services workers",-,Q3
2016,others,others,others,"production and transport operators, cleaners and labourers",200,Q4
2017,total,total,total,total,48800,Q1
2017,total,total,total,"professional, managers, executive and technicians",25700,Q2
2017,total,total,total,"clerical, sales and services workers",12300,Q3
2017,total,total,total,"production and transport operators, cleaners and labourers",10800,Q4
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,600,Q1
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",100,Q2
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",300,Q3
2017,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",200,Q4
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,300,Q1
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100,Q2
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-,Q3
2017,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",200,Q4
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,400,Q1
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",300,Q2
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-,Q3
2017,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100,Q4
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1200,Q1
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",600,Q2
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",100,Q3
2017,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",600,Q4
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2500,Q1
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1100,Q2
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",-,Q3
2017,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",1400,Q4
2017,manufacturing,transport equipment,transport equipment,total,900,Q1
2017,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",500,Q2
2017,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100,Q3
2017,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",300,Q4
2017,manufacturing,other manufacturing industries,other manufacturing industries,total,600,Q1
2017,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",200,Q2
2017,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-,Q3
2017,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",300,Q4
2017,construction,construction,construction,total,1700,Q1
2017,construction,construction,construction,"professional, managers, executive and technicians",700,Q2
2017,construction,construction,construction,"clerical, sales and services workers",100,Q3
2017,construction,construction,construction,"production and transport operators, cleaners and labourers",900,Q4
2017,services,wholesale and retail trade,wholesale trade,total,3100,Q1
2017,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",2100,Q2
2017,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",600,Q3
2017,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",400,Q4
2017,services,wholesale and retail trade,retail trade,total,2700,Q1
2017,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",500,Q2
2017,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",1900,Q3
2017,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300,Q4
2017,services,transportation and storage,land transport and supporting services,total,700,Q1
2017,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100,Q2
2017,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",100,Q3
2017,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",400,Q4
2017,services,transportation and storage,water transport and supporting services,total,500,Q1
2017,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200,Q2
2017,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",-,Q3
2017,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",200,Q4
2017,services,transportation and storage,air transport and supporting services,total,600,Q1
2017,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",200,Q2
2017,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",300,Q3
2017,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200,Q4
2017,services,transportation and storage,other transport and storage services,total,1500,Q1
2017,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",300,Q2
2017,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",300,Q3
2017,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",900,Q4
2017,services,accommodation and food services,accommodation,total,1600,Q1
2017,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",300,Q2
2017,services,accommodation and food services,accommodation,"clerical, sales and services workers",800,Q3
2017,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",500,Q4
2017,services,accommodation and food services,food and beverage services,total,3800,Q1
2017,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",500,Q2
2017,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2600,Q3
2017,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",700,Q4
2017,services,information and communications,"telecommunications, broadcasting and publishing",total,800,Q1
2017,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",700,Q2
2017,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100,Q3
2017,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-,Q4
2017,services,information and communications,it and other information services,total,2300,Q1
2017,services,information and communications,it and other information services,"professional, managers, executive and technicians",2200,Q2
2017,services,information and communications,it and other information services,"clerical, sales and services workers",100,Q3
2017,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-,Q4
2017,services,financial and insurance services,financial services,total,3700,Q1
2017,services,financial and insurance services,financial services,"professional, managers, executive and technicians",3400,Q2
2017,services,financial and insurance services,financial services,"clerical, sales and services workers",200,Q3
2017,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-,Q4
2017,services,financial and insurance services,insurance services,total,500,Q1
2017,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",400,Q2
2017,services,financial and insurance services,insurance services,"clerical, sales and services workers",100,Q3
2017,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-,Q4
2017,services,real estate services,real estate services,total,1100,Q1
2017,services,real estate services,real estate services,"professional, managers, executive and technicians",500,Q2
2017,services,real estate services,real estate services,"clerical, sales and services workers",200,Q3
2017,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",500,Q4
2017,services,professional services,"legal, accounting and management services",total,1600,Q1
2017,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1400,Q2
2017,services,professional services,"legal, accounting and management services","clerical, sales and services workers",200,Q3
2017,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-,Q4
2017,services,professional services,architectural and engineering services,total,600,Q1
2017,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",500,Q2
2017,services,professional services,architectural and engineering services,"clerical, sales and services workers",-,Q3
2017,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",100,Q4
2017,services,professional services,other professional services,total,500,Q1
2017,services,professional services,other professional services,"professional, managers, executive and technicians",500,Q2
2017,services,professional services,other professional services,"clerical, sales and services workers",-,Q3
2017,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-,Q4
2017,services,administrative and support services,security and investigation,total,2000,Q1
2017,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100,Q2
2017,services,administrative and support services,security and investigation,"clerical, sales and services workers",1800,Q3
2017,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-,Q4
2017,services,administrative and support services,cleaning and landscaping,total,1500,Q1
2017,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",-,Q2
2017,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",-,Q3
2017,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1400,Q4
2017,services,administrative and support services,other adminstrative and support services,total,1100,Q1
2017,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",700,Q2
2017,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",200,Q3
2017,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300,Q4
2017,services,"community, social and personal services",public administration and education,total,4900,Q1
2017,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",4500,Q2
2017,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300,Q3
2017,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",100,Q4
2017,services,"community, social and personal services",health and social services,total,2700,Q1
2017,services,"community, social and personal services",health and social services,"professional, managers, executive and technicians",1800,Q2
2017,services,"community, social and personal services",health and social services,"clerical, sales and services workers",700,Q3
2017,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",200,Q4
2017,services,"community, social and personal services","arts, entertainment and recreation",total,1500,Q1
2017,services,"community, social and personal services","arts, entertainment and recreation","professional, managers, executive and technicians",600,Q2
2017,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",700,Q3
2017,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",200,Q4
2017,services,"community, social and personal services","other community, social and personal services",total,800,Q1
2017,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",300,Q2
2017,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",400,Q3
2017,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",100,Q4
2017,others,others,others,total,400,Q1
2017,others,others,others,"professional, managers, executive and technicians",200,Q2
2017,others,others,others,"clerical, sales and services workers",-,Q3
2017,others,others,others,"production and transport operators, cleaners and labourers",200,Q4
2018,total,total,total,total,57900,Q1
2018,total,total,total,"professional, managers, executive and technicians",31500,Q2
2018,total,total,total,"clerical, sales and services workers",13600,Q3
2018,total,total,total,"production and transport operators, cleaners and labourers",12800,Q4
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,700,Q1
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",200,Q2
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",300,Q3
2018,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",300,Q4
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,400,Q1
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professional, managers, executive and technicians",100,Q2
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-,Q3
2018,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",200,Q4
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,700,Q1
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",600,Q2
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-,Q3
2018,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100,Q4
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1600,Q1
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professional, managers, executive and technicians",800,Q2
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",100,Q3
2018,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",700,Q4
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,2300,Q1
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professional, managers, executive and technicians",1600,Q2
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",100,Q3
2018,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",700,Q4
2018,manufacturing,transport equipment,transport equipment,total,1600,Q1
2018,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",800,Q2
2018,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100,Q3
2018,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",800,Q4
2018,manufacturing,other manufacturing industries,other manufacturing industries,total,900,Q1
2018,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",400,Q2
2018,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",100,Q3
2018,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",400,Q4
2018,construction,construction,construction,total,3000,Q1
2018,construction,construction,construction,"professional, managers, executive and technicians",800,Q2
2018,construction,construction,construction,"clerical, sales and services workers",200,Q3
2018,construction,construction,construction,"production and transport operators, cleaners and labourers",2000,Q4
2018,services,wholesale and retail trade,wholesale trade,total,3700,Q1
2018,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",2400,Q2
2018,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",900,Q3
2018,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",400,Q4
2018,services,wholesale and retail trade,retail trade,total,2800,Q1
2018,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",500,Q2
2018,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",2000,Q3
2018,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",300,Q4
2018,services,transportation and storage,land transport and supporting services,total,800,Q1
2018,services,transportation and storage,land transport and supporting services,"professional, managers, executive and technicians",100,Q2
2018,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",200,Q3
2018,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",500,Q4
2018,services,transportation and storage,water transport and supporting services,total,400,Q1
2018,services,transportation and storage,water transport and supporting services,"professional, managers, executive and technicians",200,Q2
2018,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",100,Q3
2018,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",100,Q4
2018,services,transportation and storage,air transport and supporting services,total,1000,Q1
2018,services,transportation and storage,air transport and supporting services,"professional, managers, executive and technicians",300,Q2
2018,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",500,Q3
2018,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200,Q4
2018,services,transportation and storage,other transport and storage services,total,1700,Q1
2018,services,transportation and storage,other transport and storage services,"professional, managers, executive and technicians",400,Q2
2018,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",300,Q3
2018,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",1000,Q4
2018,services,accommodation and food services,accommodation,total,2000,Q1
2018,services,accommodation and food services,accommodation,"professional, managers, executive and technicians",500,Q2
2018,services,accommodation and food services,accommodation,"clerical, sales and services workers",900,Q3
2018,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",600,Q4
2018,services,accommodation and food services,food and beverage services,total,3900,Q1
2018,services,accommodation and food services,food and beverage services,"professional, managers, executive and technicians",600,Q2
2018,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",2500,Q3
2018,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",800,Q4
2018,services,information and communications,"telecommunications, broadcasting and publishing",total,800,Q1
2018,services,information and communications,"telecommunications, broadcasting and publishing","professional, managers, executive and technicians",700,Q2
2018,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",100,Q3
2018,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-,Q4
2018,services,information and communications,it and other information services,total,3200,Q1
2018,services,information and communications,it and other information services,"professional, managers, executive and technicians",3100,Q2
2018,services,information and communications,it and other information services,"clerical, sales and services workers",100,Q3
2018,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-,Q4
2018,services,financial and insurance services,financial services,total,4300,Q1
2018,services,financial and insurance services,financial services,"professional, managers, executive and technicians",4200,Q2
2018,services,financial and insurance services,financial services,"clerical, sales and services workers",200,Q3
2018,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-,Q4
2018,services,financial and insurance services,insurance services,total,700,Q1
2018,services,financial and insurance services,insurance services,"professional, managers, executive and technicians",500,Q2
2018,services,financial and insurance services,insurance services,"clerical, sales and services workers",100,Q3
2018,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-,Q4
2018,services,real estate services,real estate services,total,1200,Q1
2018,services,real estate services,real estate services,"professional, managers, executive and technicians",600,Q2
2018,services,real estate services,real estate services,"clerical, sales and services workers",200,Q3
2018,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",400,Q4
2018,services,professional services,"legal, accounting and management services",total,2200,Q1
2018,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",1900,Q2
2018,services,professional services,"legal, accounting and management services","clerical, sales and services workers",200,Q3
2018,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",100,Q4
2018,services,professional services,architectural and engineering services,total,1100,Q1
2018,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",700,Q2
2018,services,professional services,architectural and engineering services,"clerical, sales and services workers",-,Q3
2018,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",300,Q4
2018,services,professional services,other professional services,total,700,Q1
2018,services,professional services,other professional services,"professional, managers, executive and technicians",600,Q2
2018,services,professional services,other professional services,"clerical, sales and services workers",100,Q3
2018,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-,Q4
2018,services,administrative and support services,security and investigation,total,1900,Q1
2018,services,administrative and support services,security and investigation,"professional, managers, executive and technicians",100,Q2
2018,services,administrative and support services,security and investigation,"clerical, sales and services workers",1600,Q3
2018,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",200,Q4
2018,services,administrative and support services,cleaning and landscaping,total,1800,Q1
2018,services,administrative and support services,cleaning and landscaping,"professional, managers, executive and technicians",100,Q2
2018,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",100,Q3
2018,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",1700,Q4
2018,services,administrative and support services,other adminstrative and support services,total,1300,Q1
2018,services,administrative and support services,other adminstrative and support services,"professional, managers, executive and technicians",700,Q2
2018,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",300,Q3
2018,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",300,Q4
2018,services,"community, social and personal services",public administration and education,total,5200,Q1
2018,services,"community, social and personal services",public administration and education,"professional, managers, executive and technicians",4900,Q2
2018,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",300,Q3
